Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team,,,
Andria Kimpton,Manuka Honey Choco,11-Aug-22,6699,609,5142,Other,Jucies,,,
Dennison Crosswaite,Orange Choco,14-Aug-22,7805,488,4803,Bars,Yummies,,,
Kelci Walkden,Spicy Special Slims,11-Aug-22,8134,1162,11556,Bites,Yummies,,,
Ches Bonnell,99% Dark & Pure,28-Aug-22,12901,993,4858,Bars,Tempo,,,
Curtice Advani,Milk Bars,14-Aug-22,7189,423,931,Bars,Delish,,,
Kelci Walkden,Organic Choco Syrup,21-Aug-22,3073,205,343,Other,Yummies,,,
Beverie Moffet,85% Dark Bars,17-Aug-22,4319,864,595,Bars,Jucies,,,
Van Tuxwell,Organic Choco Syrup,19-Aug-22,252,23,37,Other,Yummies,,,
Oby Sorrel,Manuka Honey Choco,07-Aug-22,3094,258,1914,Other,Jucies,,,
Marney O'Breen,Caramel Stuffed Bars,04-Aug-22,4578,509,549,Bars,Yummies,,,
Wilone O'Kielt,Caramel Stuffed Bars,26-Aug-22,6153,684,584,Bars,Delish,,,
Gunar Cockshoot,99% Dark & Pure,06-Aug-22,2401,161,750,Bars,Yummies,,,
Camilla Castle,Peanut Butter Cubes,25-Aug-22,5334,411,2031,Bites,Tempo,,,
Kelci Walkden,Choco Coated Almonds,27-Aug-22,10766,634,7708,Bites,Yummies,,,
Karlen McCaffrey,Orange Choco,05-Aug-22,7651,511,5164,Bars,Yummies,,,
Brien Boise,Smooth Sliky Salty,24-Aug-22,315,20,94,Bars,Jucies,,,
Jan Morforth,Caramel Stuffed Bars,05-Aug-22,7189,654,659,Bars,Delish,,,
Kelci Walkden,Peanut Butter Cubes,24-Aug-22,1918,137,690,Bites,Yummies,,,
Jan Morforth,Manuka Honey Choco,27-Aug-22,12376,884,6976,Other,Delish,,,
Marney O'Breen,Raspberry Choco,19-Aug-22,1134,54,339,Bars,Yummies,,,
Camilla Castle,Raspberry Choco,25-Aug-22,3248,155,870,Bars,Tempo,,,
Brien Boise,Milk Bars,11-Aug-22,5670,405,869,Bars,Jucies,,,
Van Tuxwell,White Choc,19-Aug-22,5369,1074,274,Other,Yummies,,,
Andria Kimpton,Raspberry Choco,19-Aug-22,3913,187,1026,Bars,Jucies,,,
Brien Boise,Peanut Butter Cubes,11-Aug-22,5922,423,2230,Bites,Jucies,,,
Dotty Strutley,70% Dark Bites,10-Aug-22,1988,87,645,Bites,Delish,,,
Camilla Castle,Manuka Honey Choco,19-Aug-22,273,28,241,Other,Tempo,,,
Ches Bonnell,Orange Choco,10-Aug-22,7679,480,4682,Bars,Tempo,,,
Andria Kimpton,Organic Choco Syrup,28-Aug-22,7161,651,1067,Other,Jucies,,,
Madelene Upcott,Fruit & Nut Bars,04-Aug-22,2387,299,572,Bars,Jucies,,,
Gunar Cockshoot,Milk Bars,12-Aug-22,4039,238,524,Bars,Yummies,,,
Camilla Castle,Drinking Coco,19-Aug-22,6041,1209,3504,Other,Tempo,,,
Gigi Bohling,White Choc,26-Aug-22,2933,367,105,Other,Delish,,,
Jehu Rudeforth,Baker's Choco Chips,24-Aug-22,2772,116,642,Bars,Tempo,,,
Brien Boise,Caramel Stuffed Bars,14-Aug-22,2989,374,404,Bars,Jucies,,,
Beverie Moffet,Choco Coated Almonds,25-Aug-22,5747,320,3890,Bites,Jucies,,,
Kaine Padly,Fruit & Nut Bars,14-Aug-22,2485,277,415,Bars,Delish,,,
Madelene Upcott,Orange Choco,05-Aug-22,6475,405,3737,Bars,Jucies,,,
Husein Augar,Spicy Special Slims,26-Aug-22,10115,1265,11299,Bites,Yummies,,,
Gunar Cockshoot,Fruit & Nut Bars,28-Aug-22,11935,1492,2164,Bars,Yummies,,,
Ches Bonnell,85% Dark Bars,19-Aug-22,3052,611,442,Bars,Tempo,,,
Beverie Moffet,After Nines,28-Aug-22,5089,268,1632,Bites,Jucies,,,
Madelene Upcott,White Choc,19-Aug-22,3108,389,84,Other,Jucies,,,
Ches Bonnell,Almond Choco,21-Aug-22,5908,247,3792,Bars,Tempo,,,
Mallorie Waber,Manuka Honey Choco,05-Aug-22,1792,138,991,Other,Tempo,,,
Barr Faughny,Organic Choco Syrup,14-Aug-22,6321,575,1196,Other,Yummies,,,
Van Tuxwell,White Choc,19-Aug-22,2758,307,68,Other,Yummies,,,
Barr Faughny,Peanut Butter Cubes,27-Aug-22,6811,568,3048,Bites,Yummies,,,
Marney O'Breen,Eclairs,05-Aug-22,6643,739,2230,Bites,Yummies,,,
Curtice Advani,White Choc,14-Aug-22,13328,1904,440,Other,Delish,,,
Kelci Walkden,Eclairs,26-Aug-22,5355,412,1255,Bites,Yummies,,,
Camilla Castle,After Nines,20-Aug-22,13062,817,5855,Bites,Tempo,,,
Gunar Cockshoot,Baker's Choco Chips,06-Aug-22,14609,636,3636,Bars,Yummies,,,
Dennison Crosswaite,85% Dark Bars,19-Aug-22,3556,445,310,Bars,Yummies,,,
Gunar Cockshoot,Organic Choco Syrup,17-Aug-22,20741,1596,3291,Other,Yummies,,,
Mallorie Waber,85% Dark Bars,24-Aug-22,11249,1607,1275,Bars,Tempo,,,
Rafaelita Blaksland,Milk Bars,18-Aug-22,1757,104,179,Bars,Yummies,,,
Beverie Moffet,Organic Choco Syrup,24-Aug-22,350,25,44,Other,Jucies,,,
Curtice Advani,Baker's Choco Chips,21-Aug-22,1400,64,389,Bars,Delish,,,
Barr Faughny,85% Dark Bars,13-Aug-22,6769,847,625,Bars,Yummies,,,
Barr Faughny,After Nines,26-Aug-22,9002,563,3820,Bites,Yummies,,,
Madelene Upcott,Manuka Honey Choco,19-Aug-22,9975,713,6583,Other,Jucies,,,
Kaine Padly,Milk Bars,19-Aug-22,6307,371,657,Bars,Delish,,,
Andria Kimpton,50% Dark Bites,07-Aug-22,2079,87,249,Bites,Jucies,,,
Andria Kimpton,50% Dark Bites,17-Aug-22,4816,186,594,Bites,Jucies,,,
Roddy Speechley,99% Dark & Pure,03-Aug-22,13426,1033,5342,Bars,Delish,,,
Andria Kimpton,50% Dark Bites,26-Aug-22,5775,231,640,Bites,Jucies,,,
Mallorie Waber,Milk Bars,07-Aug-22,18130,1008,1993,Bars,Tempo,,,
Gunar Cockshoot,Peanut Butter Cubes,28-Aug-22,9247,578,3101,Bites,Yummies,,,
Gigi Bohling,Manuka Honey Choco,31-Aug-22,8162,742,6675,Other,Delish,,,
Brien Boise,Mint Chip Choco,14-Aug-22,812,37,86,Bars,Jucies,,,
Brien Boise,Spicy Special Slims,04-Aug-22,10710,1339,12947,Bites,Jucies,,,
Barr Faughny,After Nines,24-Aug-22,8617,507,3730,Bites,Yummies,,,
Andria Kimpton,Peanut Butter Cubes,28-Aug-22,10731,826,4276,Bites,Jucies,,,
Beverie Moffet,99% Dark & Pure,26-Aug-22,980,76,333,Bars,Jucies,,,
Kelci Walkden,Mint Chip Choco,25-Aug-22,1393,67,176,Bars,Yummies,,,
Roddy Speechley,Raspberry Choco,19-Aug-22,8225,433,2429,Bars,Delish,,,
Oby Sorrel,Raspberry Choco,12-Aug-22,3339,197,1334,Bars,Jucies,,,
Roddy Speechley,99% Dark & Pure,26-Aug-22,4053,312,1541,Bars,Delish,,,
Wilone O'Kielt,Smooth Sliky Salty,24-Aug-22,5110,394,2235,Bars,Delish,,,
Karlen McCaffrey,50% Dark Bites,18-Aug-22,4557,163,493,Bites,Yummies,,,
Gunar Cockshoot,Manuka Honey Choco,06-Aug-22,6727,673,6001,Other,Yummies,,,
Madelene Upcott,85% Dark Bars,18-Aug-22,4774,531,399,Bars,Jucies,,,
Marney O'Breen,Almond Choco,25-Aug-22,6447,258,3961,Bars,Yummies,,,
Karlen McCaffrey,Mint Chip Choco,26-Aug-22,6034,263,536,Bars,Yummies,,,
Kelci Walkden,Drinking Coco,04-Aug-22,15372,3075,8685,Other,Yummies,,,
Gunar Cockshoot,Choco Coated Almonds,24-Aug-22,4753,251,3426,Bites,Yummies,,,
Marney O'Breen,99% Dark & Pure,10-Aug-22,4039,337,1869,Bars,Yummies,,,
Karlen McCaffrey,85% Dark Bars,10-Aug-22,735,105,77,Bars,Yummies,,,
Marney O'Breen,After Nines,14-Aug-22,2786,175,1254,Bites,Yummies,,,
Madelene Upcott,Choco Coated Almonds,11-Aug-22,17115,815,9814,Bites,Jucies,,,
Gigi Bohling,Drinking Coco,14-Aug-22,4774,955,2319,Other,Delish,,,
Oby Sorrel,Fruit & Nut Bars,03-Aug-22,15204,1383,2490,Bars,Jucies,,,
Roddy Speechley,Baker's Choco Chips,25-Aug-22,6111,291,2000,Bars,Delish,,,
Kelci Walkden,Fruit & Nut Bars,04-Aug-22,945,135,250,Bars,Yummies,,,
Karlen McCaffrey,70% Dark Bites,06-Aug-22,1960,86,645,Bites,Yummies,,,
Jan Morforth,Raspberry Choco,25-Aug-22,9156,509,3352,Bars,Delish,,,
Mallorie Waber,Spicy Special Slims,27-Aug-22,4809,802,8641,Bites,Tempo,,,
Ches Bonnell,Peanut Butter Cubes,10-Aug-22,3381,242,1276,Bites,Tempo,,,
Jan Morforth,Spicy Special Slims,27-Aug-22,8890,1482,14602,Bites,Delish,,,
Rafaelita Blaksland,Manuka Honey Choco,27-Aug-22,2065,173,1570,Other,Yummies,,,
Mallorie Waber,Smooth Sliky Salty,06-Aug-22,10409,744,3585,Bars,Tempo,,,
Gunar Cockshoot,Smooth Sliky Salty,11-Aug-22,18788,1342,6198,Bars,Yummies,,,
Andria Kimpton,White Choc,18-Aug-22,4928,704,173,Other,Jucies,,,
Barr Faughny,Organic Choco Syrup,03-Aug-22,9394,627,1293,Other,Yummies,,,
Dotty Strutley,Orange Choco,13-Aug-22,5152,304,2484,Bars,Delish,,,
Gunar Cockshoot,Mint Chip Choco,03-Aug-22,7112,285,730,Bars,Yummies,,,
Andria Kimpton,Smooth Sliky Salty,14-Aug-22,7028,469,2307,Bars,Jucies,,,
Ches Bonnell,Raspberry Choco,21-Aug-22,20720,1091,7518,Bars,Tempo,,,
Andria Kimpton,After Nines,07-Aug-22,3682,217,1541,Bites,Jucies,,,
Wilone O'Kielt,White Choc,14-Aug-22,3220,537,154,Other,Delish,,,
Madelene Upcott,Raspberry Choco,13-Aug-22,10598,589,3520,Bars,Jucies,,,
Oby Sorrel,99% Dark & Pure,05-Aug-22,7651,589,2525,Bars,Jucies,,,
Wilone O'Kielt,Caramel Stuffed Bars,26-Aug-22,14266,1427,1296,Bars,Delish,,,
Gigi Bohling,After Nines,28-Aug-22,9730,609,4557,Bites,Delish,,,
Karlen McCaffrey,Caramel Stuffed Bars,10-Aug-22,4200,467,382,Bars,Yummies,,,
Andria Kimpton,85% Dark Bars,21-Aug-22,13195,2200,1638,Bars,Jucies,,,
Van Tuxwell,Mint Chip Choco,05-Aug-22,13986,583,1519,Bars,Yummies,,,
Van Tuxwell,Drinking Coco,03-Aug-22,70,12,30,Other,Yummies,,,
Dotty Strutley,Baker's Choco Chips,11-Aug-22,9401,448,2643,Bars,Delish,,,
Oby Sorrel,Manuka Honey Choco,07-Aug-22,1491,136,1116,Other,Jucies,,,
Rafaelita Blaksland,Almond Choco,11-Aug-22,13874,534,8340,Bars,Yummies,,,
Jan Morforth,Organic Choco Syrup,18-Aug-22,1379,99,168,Other,Delish,,,
Madelene Upcott,Almond Choco,11-Aug-22,5369,199,2550,Bars,Jucies,,,
Dotty Strutley,White Choc,05-Aug-22,7469,1067,259,Other,Delish,,,
Dennison Crosswaite,Almond Choco,24-Aug-22,4361,156,1937,Bars,Yummies,,,
Van Tuxwell,Mint Chip Choco,18-Aug-22,6426,268,559,Bars,Yummies,,,
Wilone O'Kielt,70% Dark Bites,25-Aug-22,5173,247,1995,Bites,Delish,,,
Madelene Upcott,Caramel Stuffed Bars,07-Aug-22,3878,485,506,Bars,Jucies,,,
Gunar Cockshoot,Orange Choco,26-Aug-22,3143,197,1973,Bars,Yummies,,,
Oby Sorrel,99% Dark & Pure,04-Aug-22,2373,159,696,Bars,Jucies,,,
Rafaelita Blaksland,Eclairs,03-Aug-22,7749,775,2229,Bites,Yummies,,,
Wilone O'Kielt,Mint Chip Choco,10-Aug-22,6741,307,675,Bars,Delish,,,
Wilone O'Kielt,Choco Coated Almonds,12-Aug-22,3920,207,2303,Bites,Delish,,,
Ches Bonnell,Caramel Stuffed Bars,05-Aug-22,1316,147,147,Bars,Tempo,,,
Gunar Cockshoot,Eclairs,28-Aug-22,3150,287,777,Bites,Yummies,,,
Barr Faughny,After Nines,05-Aug-22,6909,407,2710,Bites,Yummies,,,
Jan Morforth,50% Dark Bites,14-Aug-22,4466,187,586,Bites,Delish,,,
Karlen McCaffrey,99% Dark & Pure,28-Aug-22,2247,205,879,Bars,Yummies,,,
Gunar Cockshoot,White Choc,03-Aug-22,329,66,19,Other,Yummies,,,
Karlen McCaffrey,99% Dark & Pure,05-Aug-22,14959,1069,5977,Bars,Yummies,,,
Dennison Crosswaite,Orange Choco,21-Aug-22,9674,645,5611,Bars,Yummies,,,
Karlen McCaffrey,99% Dark & Pure,04-Aug-22,5376,489,2233,Bars,Yummies,,,
Madelene Upcott,99% Dark & Pure,19-Aug-22,9751,813,4053,Bars,Jucies,,,
Curtice Advani,Smooth Sliky Salty,21-Aug-22,10031,669,3157,Bars,Delish,,,
Gigi Bohling,Organic Choco Syrup,13-Aug-22,9065,756,1426,Other,Delish,,,
Mallorie Waber,85% Dark Bars,10-Aug-22,8512,946,599,Bars,Tempo,,,
Karlen McCaffrey,White Choc,07-Aug-22,5425,905,205,Other,Yummies,,,
Gunar Cockshoot,Caramel Stuffed Bars,25-Aug-22,10563,1174,1193,Bars,Yummies,,,
Curtice Advani,Manuka Honey Choco,25-Aug-22,7693,642,6029,Other,Delish,,,
Andria Kimpton,After Nines,21-Aug-22,5117,256,1932,Bites,Jucies,,,
Mallorie Waber,Baker's Choco Chips,26-Aug-22,4312,206,1391,Bars,Tempo,,,
Brien Boise,Mint Chip Choco,10-Aug-22,5670,237,634,Bars,Jucies,,,
Dotty Strutley,99% Dark & Pure,11-Aug-22,1372,92,510,Bars,Delish,,,
Rafaelita Blaksland,White Choc,26-Aug-22,1183,148,40,Other,Yummies,,,
Barr Faughny,Eclairs,07-Aug-22,3052,340,1016,Bites,Yummies,,,
Dotty Strutley,Spicy Special Slims,26-Aug-22,588,74,661,Bites,Delish,,,
Curtice Advani,Raspberry Choco,06-Aug-22,6552,345,1999,Bars,Delish,,,
Husein Augar,70% Dark Bites,18-Aug-22,10465,551,5132,Bites,Yummies,,,
Jehu Rudeforth,Orange Choco,13-Aug-22,13916,928,9541,Bars,Tempo,,,
Roddy Speechley,Raspberry Choco,10-Aug-22,4137,207,1452,Bars,Delish,,,
Oby Sorrel,99% Dark & Pure,25-Aug-22,4599,419,1835,Bars,Jucies,,,
Dennison Crosswaite,Raspberry Choco,11-Aug-22,17773,988,6387,Bars,Yummies,,,
Dotty Strutley,Fruit & Nut Bars,27-Aug-22,13160,1880,3325,Bars,Delish,,,
Jan Morforth,Fruit & Nut Bars,06-Aug-22,3192,355,554,Bars,Delish,,,
Dotty Strutley,White Choc,07-Aug-22,3241,541,151,Other,Delish,,,
Ches Bonnell,Drinking Coco,04-Aug-22,9576,1368,3186,Other,Tempo,,,
Gigi Bohling,Raspberry Choco,14-Aug-22,11403,634,3634,Bars,Delish,,,
Husein Augar,Milk Bars,14-Aug-22,98,6,13,Bars,Yummies,,,
Roddy Speechley,70% Dark Bites,06-Aug-22,11389,496,4824,Bites,Delish,,,
Husein Augar,Eclairs,07-Aug-22,546,55,161,Bites,Yummies,,,
Wilone O'Kielt,Baker's Choco Chips,10-Aug-22,18697,891,6448,Bars,Delish,,,
Dotty Strutley,99% Dark & Pure,25-Aug-22,3878,277,1291,Bars,Delish,,,
Roddy Speechley,Peanut Butter Cubes,28-Aug-22,2765,213,1143,Bites,Delish,,,
Husein Augar,99% Dark & Pure,03-Aug-22,7721,594,3044,Bars,Yummies,,,
Brien Boise,Peanut Butter Cubes,24-Aug-22,12894,1075,4554,Bites,Jucies,,,
Brien Boise,Caramel Stuffed Bars,28-Aug-22,7112,647,535,Bars,Jucies,,,
Beverie Moffet,Milk Bars,07-Aug-22,1015,60,128,Bars,Jucies,,,
Gunar Cockshoot,Orange Choco,25-Aug-22,3801,212,2161,Bars,Yummies,,,
Marney O'Breen,Orange Choco,04-Aug-22,2513,158,1347,Bars,Yummies,,,
Barr Faughny,Baker's Choco Chips,07-Aug-22,6566,299,1946,Bars,Yummies,,,
Madelene Upcott,85% Dark Bars,12-Aug-22,1526,218,137,Bars,Jucies,,,
Wilone O'Kielt,Peanut Butter Cubes,07-Aug-22,8204,547,2317,Bites,Delish,,,
Jan Morforth,White Choc,25-Aug-22,6146,683,196,Other,Delish,,,
Oby Sorrel,Baker's Choco Chips,21-Aug-22,4977,227,1546,Bars,Jucies,,,
Marney O'Breen,Peanut Butter Cubes,07-Aug-22,13153,1097,5731,Bites,Yummies,,,
Dotty Strutley,Milk Bars,25-Aug-22,1008,68,147,Bars,Delish,,,
Camilla Castle,Caramel Stuffed Bars,18-Aug-22,1246,156,153,Bars,Tempo,,,
Wilone O'Kielt,Spicy Special Slims,27-Aug-22,9072,1296,13367,Bites,Delish,,,
Mallorie Waber,After Nines,05-Aug-22,6664,334,2436,Bites,Tempo,,,
Madelene Upcott,Manuka Honey Choco,18-Aug-22,1666,129,1099,Other,Jucies,,,
Van Tuxwell,Baker's Choco Chips,12-Aug-22,1253,57,347,Bars,Yummies,,,
Oby Sorrel,Spicy Special Slims,11-Aug-22,14105,2015,20782,Bites,Jucies,,,
Andria Kimpton,Orange Choco,21-Aug-22,6930,385,3282,Bars,Jucies,,,
Wilone O'Kielt,Organic Choco Syrup,28-Aug-22,3787,345,699,Other,Delish,,,
Madelene Upcott,Manuka Honey Choco,25-Aug-22,469,47,430,Other,Jucies,,,
Roddy Speechley,Smooth Sliky Salty,05-Aug-22,6223,389,1992,Bars,Delish,,,
Mallorie Waber,50% Dark Bites,14-Aug-22,7714,286,857,Bites,Tempo,,,
Wilone O'Kielt,Caramel Stuffed Bars,04-Aug-22,1232,103,107,Bars,Delish,,,
Jehu Rudeforth,Almond Choco,13-Aug-22,4711,182,2915,Bars,Tempo,,,
Kaine Padly,Mint Chip Choco,17-Aug-22,2569,123,282,Bars,Delish,,,
Kelci Walkden,Mint Chip Choco,12-Aug-22,1477,68,163,Bars,Yummies,,,
Marney O'Breen,Eclairs,13-Aug-22,8687,869,2205,Bites,Yummies,,,
Barr Faughny,Orange Choco,07-Aug-22,1288,81,840,Bars,Yummies,,,
Jehu Rudeforth,Fruit & Nut Bars,11-Aug-22,2639,240,375,Bars,Tempo,,,
Andria Kimpton,Organic Choco Syrup,26-Aug-22,3059,204,374,Other,Jucies,,,
Gunar Cockshoot,White Choc,04-Aug-22,5306,758,212,Other,Yummies,,,
Dennison Crosswaite,Peanut Butter Cubes,28-Aug-22,2674,168,822,Bites,Yummies,,,
Roddy Speechley,85% Dark Bars,07-Aug-22,8225,1371,1030,Bars,Delish,,,
Gigi Bohling,White Choc,28-Aug-22,378,54,15,Other,Delish,,,
Van Tuxwell,White Choc,04-Aug-22,3808,762,189,Other,Yummies,,,
Curtice Advani,Caramel Stuffed Bars,25-Aug-22,385,35,33,Bars,Delish,,,
Oby Sorrel,Raspberry Choco,26-Aug-22,10633,507,3525,Bars,Jucies,,,
Beverie Moffet,Peanut Butter Cubes,06-Aug-22,5530,369,1824,Bites,Jucies,,,
Brien Boise,50% Dark Bites,05-Aug-22,3731,156,398,Bites,Jucies,,,
Curtice Advani,After Nines,13-Aug-22,3528,196,1193,Bites,Delish,,,
Mallorie Waber,Choco Coated Almonds,24-Aug-22,3444,182,2254,Bites,Tempo,,,
Madelene Upcott,Manuka Honey Choco,21-Aug-22,9968,907,7658,Other,Jucies,,,
Jan Morforth,Caramel Stuffed Bars,03-Aug-22,5579,558,517,Bars,Delish,,,
Wilone O'Kielt,50% Dark Bites,27-Aug-22,3983,160,488,Bites,Delish,,,
Karlen McCaffrey,Fruit & Nut Bars,24-Aug-22,11900,1700,2899,Bars,Yummies,,,
Jan Morforth,70% Dark Bites,13-Aug-22,7882,415,3216,Bites,Delish,,,
Barr Faughny,Smooth Sliky Salty,24-Aug-22,10794,771,3599,Bars,Yummies,,,
Van Tuxwell,Caramel Stuffed Bars,14-Aug-22,3752,469,417,Bars,Yummies,,,
Camilla Castle,After Nines,25-Aug-22,490,25,173,Bites,Tempo,,,
Rafaelita Blaksland,Peanut Butter Cubes,21-Aug-22,5243,437,2262,Bites,Yummies,,,
Ches Bonnell,Smooth Sliky Salty,14-Aug-22,6818,487,2225,Bars,Tempo,,,
Camilla Castle,Orange Choco,04-Aug-22,763,48,468,Bars,Tempo,,,
Madelene Upcott,Baker's Choco Chips,13-Aug-22,7833,373,2268,Bars,Jucies,,,
Madelene Upcott,Orange Choco,25-Aug-22,5642,314,3063,Bars,Jucies,,,
Gigi Bohling,Fruit & Nut Bars,25-Aug-22,7266,909,1362,Bars,Delish,,,
Jehu Rudeforth,Eclairs,05-Aug-22,6769,565,1721,Bites,Tempo,,,
Jehu Rudeforth,Organic Choco Syrup,14-Aug-22,840,70,115,Other,Tempo,,,
Curtice Advani,Organic Choco Syrup,26-Aug-22,4676,390,749,Other,Delish,,,
Kaine Padly,Fruit & Nut Bars,13-Aug-22,3157,351,593,Bars,Delish,,,
Kelci Walkden,Peanut Butter Cubes,06-Aug-22,1995,125,635,Bites,Yummies,,,
Marney O'Breen,85% Dark Bars,18-Aug-22,8855,1771,1442,Bars,Yummies,,,
Brien Boise,85% Dark Bars,13-Aug-22,1043,131,104,Bars,Jucies,,,
Gigi Bohling,White Choc,19-Aug-22,2786,310,87,Other,Delish,,,
Dennison Crosswaite,99% Dark & Pure,25-Aug-22,2527,195,936,Bars,Yummies,,,
Mallorie Waber,Caramel Stuffed Bars,25-Aug-22,4242,425,390,Bars,Tempo,,,
Ches Bonnell,Peanut Butter Cubes,18-Aug-22,15253,954,5074,Bites,Tempo,,,
Beverie Moffet,Manuka Honey Choco,10-Aug-22,5495,393,3535,Other,Jucies,,,
Karlen McCaffrey,Raspberry Choco,28-Aug-22,7217,401,2641,Bars,Yummies,,,
Van Tuxwell,After Nines,26-Aug-22,6559,328,2246,Bites,Yummies,,,
Brien Boise,Choco Coated Almonds,07-Aug-22,10318,516,6036,Bites,Jucies,,,
Mallorie Waber,Eclairs,14-Aug-22,2205,170,518,Bites,Tempo,,,
Dennison Crosswaite,Eclairs,21-Aug-22,3731,374,1107,Bites,Yummies,,,
Beverie Moffet,Drinking Coco,06-Aug-22,6328,791,2254,Other,Jucies,,,
Beverie Moffet,Manuka Honey Choco,24-Aug-22,3227,269,2526,Other,Jucies,,,
Brien Boise,Raspberry Choco,18-Aug-22,1197,60,395,Bars,Jucies,,,
Rafaelita Blaksland,Spicy Special Slims,10-Aug-22,756,95,1041,Bites,Yummies,,,
Kelci Walkden,Choco Coated Almonds,21-Aug-22,6797,324,3902,Bites,Yummies,,,
Ches Bonnell,Milk Bars,10-Aug-22,16121,896,1671,Bars,Tempo,,,
Jan Morforth,After Nines,24-Aug-22,1113,66,385,Bites,Delish,,,
Brien Boise,After Nines,18-Aug-22,2765,146,926,Bites,Jucies,,,
Beverie Moffet,Orange Choco,25-Aug-22,5033,297,3106,Bars,Jucies,,,
Brien Boise,99% Dark & Pure,07-Aug-22,3843,275,1281,Bars,Jucies,,,
Jan Morforth,Spicy Special Slims,07-Aug-22,11907,1323,13401,Bites,Delish,,,
Van Tuxwell,Mint Chip Choco,26-Aug-22,9289,443,1154,Bars,Yummies,,,
Karlen McCaffrey,85% Dark Bars,25-Aug-22,6580,1316,989,Bars,Yummies,,,
Oby Sorrel,Drinking Coco,04-Aug-22,8099,1620,4816,Other,Jucies,,,
Ches Bonnell,50% Dark Bites,26-Aug-22,4326,174,502,Bites,Tempo,,,
Gigi Bohling,99% Dark & Pure,17-Aug-22,10206,851,4243,Bars,Delish,,,
Van Tuxwell,Caramel Stuffed Bars,14-Aug-22,7847,654,659,Bars,Yummies,,,
Kaine Padly,99% Dark & Pure,27-Aug-22,14070,1280,6202,Bars,Delish,,,
Brien Boise,Almond Choco,18-Aug-22,329,14,181,Bars,Jucies,,,
Dotty Strutley,Peanut Butter Cubes,24-Aug-22,5089,340,1776,Bites,Delish,,,
Dennison Crosswaite,Spicy Special Slims,06-Aug-22,7539,1077,10513,Bites,Yummies,,,
Wilone O'Kielt,Mint Chip Choco,10-Aug-22,1407,67,137,Bars,Delish,,,
Brien Boise,99% Dark & Pure,18-Aug-22,9849,758,3390,Bars,Jucies,,,
Wilone O'Kielt,Choco Coated Almonds,14-Aug-22,14875,709,8131,Bites,Delish,,,
Husein Augar,Milk Bars,03-Aug-22,7609,448,894,Bars,Yummies,,,
Brien Boise,Organic Choco Syrup,03-Aug-22,420,28,50,Other,Jucies,,,
Ches Bonnell,Orange Choco,13-Aug-22,924,66,684,Bars,Tempo,,,
Camilla Castle,Eclairs,21-Aug-22,13867,1067,3249,Bites,Tempo,,,
Roddy Speechley,Organic Choco Syrup,27-Aug-22,2716,194,359,Other,Delish,,,
Jehu Rudeforth,Manuka Honey Choco,11-Aug-22,4613,385,3069,Other,Tempo,,,
Dotty Strutley,99% Dark & Pure,12-Aug-22,15302,1392,5967,Bars,Delish,,,
Marney O'Breen,70% Dark Bites,18-Aug-22,434,20,176,Bites,Yummies,,,
Marney O'Breen,Spicy Special Slims,28-Aug-22,735,147,1489,Bites,Yummies,,,
Curtice Advani,Orange Choco,27-Aug-22,7140,447,4006,Bars,Delish,,,
Karlen McCaffrey,Milk Bars,04-Aug-22,10171,566,1193,Bars,Yummies,,,
Brien Boise,Peanut Butter Cubes,18-Aug-22,2086,131,567,Bites,Jucies,,,
Dennison Crosswaite,99% Dark & Pure,03-Aug-22,5292,441,2096,Bars,Yummies,,,
Barr Faughny,White Choc,31-Aug-22,2485,355,93,Other,Yummies,,,
Dotty Strutley,Fruit & Nut Bars,26-Aug-22,3920,392,650,Bars,Delish,,,
Gigi Bohling,Manuka Honey Choco,21-Aug-22,8785,879,7838,Other,Delish,,,
Gunar Cockshoot,Eclairs,25-Aug-22,7588,690,1848,Bites,Yummies,,,
Mallorie Waber,Organic Choco Syrup,28-Aug-22,4690,427,783,Other,Tempo,,,
Beverie Moffet,Fruit & Nut Bars,25-Aug-22,3815,382,615,Bars,Jucies,,,
Andria Kimpton,Organic Choco Syrup,03-Aug-22,1260,105,204,Other,Jucies,,,
Karlen McCaffrey,70% Dark Bites,25-Aug-22,9457,412,3362,Bites,Yummies,,,
Beverie Moffet,Smooth Sliky Salty,13-Aug-22,1883,118,640,Bars,Jucies,,,
Wilone O'Kielt,Raspberry Choco,14-Aug-22,2114,118,842,Bars,Delish,,,
Karlen McCaffrey,Manuka Honey Choco,28-Aug-22,8008,572,4649,Other,Yummies,,,
Madelene Upcott,White Choc,18-Aug-22,973,122,34,Other,Jucies,,,
Dennison Crosswaite,Organic Choco Syrup,10-Aug-22,4389,366,600,Other,Yummies,,,
Kelci Walkden,99% Dark & Pure,27-Aug-22,6776,522,2529,Bars,Yummies,,,
Husein Augar,Fruit & Nut Bars,26-Aug-22,3549,444,729,Bars,Yummies,,,
Kaine Padly,Choco Coated Almonds,04-Aug-22,6720,396,4678,Bites,Delish,,,
Van Tuxwell,White Choc,05-Aug-22,2177,363,81,Other,Yummies,,,
Gunar Cockshoot,Baker's Choco Chips,18-Aug-22,14819,618,4209,Bars,Yummies,,,
Brien Boise,Almond Choco,10-Aug-22,1505,56,852,Bars,Jucies,,,
Van Tuxwell,Spicy Special Slims,10-Aug-22,14119,1765,18854,Bites,Yummies,,,
